name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Acfer 267,275,Valid,LL5-6,229,Found,01/01/1991,27.51056,3.71306,(27.51056; 3.71306)
Acfer 268,276,Valid,LL4-6,764,Found,01/01/1991,27.51389,3.87528,(27.51389; 3.87528)
Acfer 269,277,Valid,LL6,276,Found,01/01/1991,27.51472,3.86556,(27.51472; 3.86556)
Acfer 270,278,Valid,CR2,298,Found,01/01/1991,27.51861,3.85722,(27.51861; 3.85722)
Acfer 271,279,Valid,H6,237,Found,01/01/1991,27.56111,4.05556,(27.56111; 4.05556)
Acfer 272,280,Valid,CV3,63,Found,01/01/1991,27.57028,4.075,(27.57028; 4.075)
Acfer 273,281,Valid,H5/6,2110,Found,01/01/1991,27.62194,4.45556,(27.62194; 4.45556)
Acfer 274,282,Valid,H6,203,Found,01/01/1991,27.63389,4.18722,(27.63389; 4.18722)
Acfer 275,283,Valid,H5-6,429,Found,01/01/1991,27.63361,4.17306,(27.63361; 4.17306)
Acfer 276,284,Valid,H5,99,Found,01/01/1991,27.63972,4.14528,(27.63972; 4.14528)
Acfer 277,285,Valid,Ureilite,41,Found,01/01/1991,27.63917,4.14278,(27.63917; 4.14278)
Acfer 278,286,Valid,H5,72,Found,01/01/1991,27.63861,4.12722,(27.63861; 4.12722)
Acfer 279,287,Valid,H5,96,Found,01/01/1991,27.64278,4.06889,(27.64278; 4.06889)
Acfer 280,288,Valid,L6,177,Found,01/01/1991,27.53528,3.91278,(27.53528; 3.91278)
Acfer 281,289,Valid,L5,165,Found,01/01/1991,27.54222,3.88444,(27.54222; 3.88444)
Acfer 282,290,Valid,H6,67,Found,01/01/1991,27.65444,4.27528,(27.65444; 4.27528)
Acfer 283,291,Valid,H5,187,Found,01/01/1991,27.70056,4.22944,(27.70056; 4.22944)
Acfer 284,292,Valid,H5,120,Found,01/01/1991,27.70611,4.20583,(27.70611; 4.20583)
Acfer 285,293,Valid,H4/5,69,Found,01/01/1991,27.63139,4.10722,(27.63139; 4.10722)
Acfer 286,294,Valid,H6,407,Found,01/01/1991,27.79472,4.16722,(27.79472; 4.16722)
Acfer 287,295,Valid,E4,59,Found,01/01/1992,27.61667,4.19056,(27.61667; 4.19056)
Acfer 288,296,Valid,L5,55,Found,01/01/1992,27.59139,3.98806,(27.59139; 3.98806)
Acfer 289,297,Valid,CR2,76,Found,01/01/1992,27.47417,3.86417,(27.47417; 3.86417)
Acfer 290,298,Valid,L6,213,Found,01/01/1992,27.54528,4.04861,(27.54528; 4.04861)
Acfer 291,299,Valid,H6,261,Found,01/01/1992,27.70806,4.24806,(27.70806; 4.24806)
Acfer 292,300,Valid,H5,432,Found,01/01/1992,27.71861,4.48611,(27.71861; 4.48611)
Acfer 293,301,Valid,LL6,198,Found,01/01/1992,27.66583,4.19056,(27.66583; 4.19056)
Acfer 294,302,Valid,H4,457,Found,01/01/1992,27.64972,4.01194,(27.64972; 4.01194)
Acfer 295,303,Valid,LL6,217,Found,01/01/1992,27.48333,3.91556,(27.48333; 3.91556)
Acfer 296,304,Valid,LL5-6,121,Found,01/01/1992,27.58278,4,(27.58278; 4.0)
Acfer 297,305,Valid,L6,43,Found,01/01/1992,27.63361,4.04139,(27.63361; 4.04139)
Acfer 298,306,Valid,L6,2000,Found,01/01/1992,27.70917,4.17444,(27.70917; 4.17444)
Acfer 299,307,Valid,LL4,180,Found,01/01/1992,27.6825,4.42028,(27.6825; 4.42028)
Acfer 300,308,Valid,H6,270,Found,01/01/1992,27.59028,4.15194,(27.59028; 4.15194)
Acfer 301,309,Valid,H4,162,Found,01/01/1992,27.52722,3.89806,(27.52722; 3.89806)
Acfer 302,310,Valid,H5,95,Found,01/01/1992,27.58694,3.96417,(27.58694; 3.96417)
Acfer 303,311,Valid,H5/6,83,Found,01/01/1992,27.60222,3.98528,(27.60222; 3.98528)
Acfer 304,312,Valid,H6,60,Found,01/01/1992,27.62361,4.02556,(27.62361; 4.02556)
Acfer 305,313,Valid,L6,369,Found,01/01/1992,27.68722,4.18361,(27.68722; 4.18361)
Acfer 306,314,Valid,L6,129,Found,01/01/1992,27.42889,3.82,(27.42889; 3.82)
Acfer 307,315,Valid,L5,520,Found,01/01/1992,27.49083,3.89778,(27.49083; 3.89778)
Acfer 308,316,Valid,H5,74,Found,01/01/1992,27.55972,4.01028,(27.55972; 4.01028)
Acfer 309,317,Valid,L6,185,Found,01/01/1992,27.64556,4.20444,(27.64556; 4.20444)
Acfer 310,318,Valid,H6,169,Found,01/01/1992,27.68361,4.25306,(27.68361; 4.25306)
Acfer 311,319,Valid,CR2,120,Found,01/01/1992,27.50806,3.84417,(27.50806; 3.84417)
Acfer 312,320,Valid,L5,364,Found,01/01/1992,27.57861,3.96889,(27.57861; 3.96889)
Acfer 313,321,Valid,H5,78,Found,01/01/1992,27.60056,3.99556,(27.60056; 3.99556)
Acfer 314,322,Valid,H6,169,Found,01/01/1992,27.66389,4.09806,(27.66389; 4.09806)
Acfer 315,323,Valid,L/LL6,506,Found,01/01/1992,27.69972,4.18611,(27.69972; 4.18611)
Acfer 316,324,Valid,H6,126,Found,01/01/1992,27.6875,4.245,(27.6875; 4.245)
Dominion Range 03244,32596,Valid,LL5,91.3,Found,01/01/2002,,,
Acfer 317,325,Valid,H5,878,Found,01/01/1992,27.59278,4.40139,(27.59278; 4.40139)
Acfer 318,326,Valid,H5,292,Found,01/01/1992,27.55028,3.99806,(27.55028; 3.99806)
Acfer 319,327,Valid,L6,2393,Found,01/01/1992,27.55194,3.81611,(27.55194; 3.81611)
Acfer 320,328,Valid,H5,167,Found,01/01/1992,27.46056,3.88806,(27.46056; 3.88806)
Acfer 321,329,Valid,H5,157,Found,01/01/2001,27.5455,4.06117,(27.5455; 4.06117)
Acfer 322,330,Valid,L5,25,Found,01/01/2001,27.55917,4.093,(27.55917; 4.093)
Acfer 323,331,Valid,LL5,117,Found,01/01/2001,27.503,3.8795,(27.503; 3.8795)
Acfer 324,30428,Valid,CR2,69,Found,01/01/2001,27.50083,3.86983,(27.50083; 3.86983)
Acfer 325,332,Valid,LL6,32,Found,01/01/1989,27.5,3.61667,(27.5; 3.61667)
Acfer 326,333,Valid,L6,139,Found,01/01/1989,27.5,3.61667,(27.5; 3.61667)
Acfer 327,334,Valid,H5,745.22,Found,01/01/2001,27.73333,4.43333,(27.73333; 4.43333)
Acfer 328,335,Valid,CV3,180.07,Found,01/01/2001,27.73333,4.21667,(27.73333; 4.21667)
Acfer 329,336,Valid,L4/5,30000,Found,01/01/2001,27.58333,4.1,(27.58333; 4.1)
Acfer 330,337,Valid,L6,490,Found,01/01/2001,27.65,4.03333,(27.65; 4.03333)
Acfer 331,338,Valid,CM2,750,Found,01/01/2001,27.58333,4.01667,(27.58333; 4.01667)
Acfer 332,339,Valid,CO3,115.02,Found,01/01/2001,27.73333,4.13333,(27.73333; 4.13333)
Acfer 333,340,Valid,CO3,489,Found,01/01/2001,27.56667,4.06667,(27.56667; 4.06667)
Acfer 334,341,Valid,L6,211.25,Found,01/01/2002,27.65,4.38333,(27.65; 4.38333)
Acfer 335,342,Valid,H4,261,Found,01/01/2002,27.73333,4.43333,(27.73333; 4.43333)
Acfer 336,343,Valid,L3.8,19400,Found,01/01/2002,27.61667,4.06667,(27.61667; 4.06667)
Acfer 337,344,Valid,L3.8,360,Found,01/01/2002,27.68333,4.26667,(27.68333; 4.26667)
Acfer 338,345,Valid,H6,377.6,Found,01/01/2002,27.71667,4.26667,(27.71667; 4.26667)
Acfer 339,346,Valid,H5,400,Found,01/01/2002,27.55,4.2,(27.55; 4.2)
Acfer 340,347,Valid,L5,173.15,Found,01/01/2002,27.58333,4.3,(27.58333; 4.3)
Acfer 341,32781,Valid,L3,132,Found,01/01/2002,27.46667,3.83333,(27.46667; 3.83333)
Acfer 342,348,Valid,L6,1276,Found,01/01/2002,27.59056,4.66278,(27.59056; 4.66278)
Acfer 343,349,Valid,H3-5,140,Found,01/01/2002,27.619722,4.265,(27.619722; 4.265)
Acfer 344,350,Valid,H3,410,Found,01/01/2002,27.73333,4.19833,(27.73333; 4.19833)
Acfer 345,351,Valid,LL5,53,Found,01/01/2002,27.46472,3.81417,(27.46472; 3.81417)
Acfer 346,352,Valid,LL6,546,Found,01/01/2002,27.59056,4.66278,(27.59056; 4.66278)
Acfer 347,353,Valid,L3,1165,Found,01/01/2001,27.68333,4.3,(27.68333; 4.3)
Acfer 348,354,Valid,L5,8750,Found,01/01/2001,27.97933,4.27817,(27.97933; 4.27817)
Acfer 349,355,Valid,H6,298,Found,01/01/2001,27.84067,4.31433,(27.84067; 4.31433)
Acfer 350,356,Valid,H4,128,Found,01/01/2001,27.672,4.52633,(27.672; 4.52633)
Acfer 351,357,Valid,L6,211,Found,01/01/2001,27.7,4.13333,(27.7; 4.13333)
Acfer 352,358,Valid,L5,873,Found,01/01/2001,27.76667,4.01667,(27.76667; 4.01667)
Acfer 353,359,Valid,Eucrite-cm,11935,Found,01/01/2001,27.48917,3.89,(27.48917; 3.89)
Acfer 354,360,Valid,LL5,252,Found,01/01/2001,27.5005,3.88233,(27.5005; 3.88233)
Acfer 355,361,Valid,LL5,161,Found,01/01/2002,27.58967,3.781,(27.58967; 3.781)
Acfer 356,362,Valid,EL6,120,Found,01/01/2002,27.61233,4.5285,(27.61233; 4.5285)
Acfer 357,363,Valid,LL5,62,Found,01/01/2001,27.50083,4.87467,(27.50083; 4.87467)
Acfer 358,364,Valid,H6,70,Found,01/01/2002,27.76667,4.41667,(27.76667; 4.41667)
Acfer 359,365,Valid,H6,67,Found,01/01/2002,27.7,4.48333,(27.7; 4.48333)
Acfer 360,30430,Valid,Ureilite,68,Found,01/01/2002,27.48333,3.76667,(27.48333; 3.76667)
Acfer 361,366,Valid,H4,138,Found,01/01/2002,27.42958,3.87135,(27.42958; 3.87135)
Acfer 362,367,Valid,H5,242.8,Found,01/01/2002,27.4778,3.70165,(27.4778; 3.70165)
Acfer 363,368,Valid,LL4,389.9,Found,01/01/2002,27.58163,4.29388,(27.58163; 4.29388)
Acfer 364,30431,Valid,LL6,656,Found,01/01/2002,27.7,4.51667,(27.7; 4.51667)
Acfer 365,30432,Valid,L5,1456,Found,01/01/2002,27.60933,3.93567,(27.60933; 3.93567)
Acfer 366,32782,Valid,CH3,1456,Found,01/01/2002,26.60933,3.93567,(26.60933; 3.93567)
Acfer 367,30433,Valid,H5,410,Found,01/01/2002,27.68433,4.42917,(27.68433; 4.42917)
Acfer 368,30434,Valid,H4,126,Found,01/01/2002,27.68883,4.386,(27.68883; 4.386)
Acfer 369,30435,Valid,H4,122,Found,01/01/2002,27.667,4.64833,(27.667; 4.64833)
Acfer 370,32783,Valid,Chondrite-ung,129,Found,01/01/2002,27.6725,4.35667,(27.6725; 4.35667)
Acfer 371,34017,Valid,L5,9608,Found,01/01/2002,27.67817,4.46533,(27.67817; 4.46533)
Acfer 372,30436,Valid,LL6,238,Found,01/01/2002,26.61167,3.887,(26.61167; 3.887)
Acfer 373,30437,Valid,H5,128,Found,01/01/2002,26.62583,3.94433,(26.62583; 3.94433)
Acfer 374,32784,Valid,CO3,118,Found,01/01/2002,26.60867,4.053,(26.60867; 4.053)
Acfer 375,30438,Valid,LL6,495,Found,01/01/2002,27.5085,3.76383,(27.5085; 3.76383)
Acfer 376,30439,Valid,H6,132,Found,01/01/2002,27.6395,3.935,(27.6395; 3.935)
Acfer 377,30440,Valid,L4,132,Found,01/01/2002,27.6625,3.97683,(27.6625; 3.97683)
Acfer 378,35480,Valid,LL6,1320,Found,01/01/2003,27.4,3.75,(27.4; 3.75)
Acfer 379,35338,Valid,H4,14764,Found,01/01/2004,27.4114,3.70467,(27.4114; 3.70467)
Acfer 380,35481,Valid,H5,849,Found,01/01/2002,27.76667,4.41667,(27.76667; 4.41667)
Acfer 381,35482,Valid,L6,292,Found,01/01/2002,27.7,4.45,(27.7; 4.45)
Acfer 382,35483,Valid,H5,101,Found,01/01/2002,27.63333,3.93333,(27.63333; 3.93333)
Acfer 386,44851,Valid,L5,200,Found,01/01/2004,27.36017,3.7,(27.36017; 3.7)
Acfer 387,44852,Valid,H4-6,177,Found,01/01/2004,27.558,4.015,(27.558; 4.015)
Acfer 388,44853,Valid,H4,1072,Found,01/01/2004,27.61667,3.86667,(27.61667; 3.86667)
Acfer 389,44854,Valid,H5,397,Found,01/01/2004,27.504,3.68167,(27.504; 3.68167)
Acfer 390,44855,Valid,H4,578,Found,01/01/2004,27.5025,3.693,(27.5025; 3.693)
Acfer 391,53622,Valid,H4,388,Found,01/01/2004,27.59617,4.172,(27.59617; 4.172)
Acfer 392,54591,Valid,H~5,74,Found,01/01/1997,27.51667,3.86667,(27.51667; 3.86667)
Acfer 393,54592,Valid,H~6,74,Found,01/01/1997,27.58333,4.03333,(27.58333; 4.03333)
Acfer 394,53886,Valid,CR2,364,Found,01/01/2001,27.51867,3.88033,(27.51867; 3.88033)
Acfer 395,53887,Valid,CR2,394,Found,01/01/2001,27.50917,3.88767,(27.50917; 3.88767)
Acfer 396,53888,Valid,CR2,148,Found,01/01/2001,27.512,3.89783,(27.512; 3.89783)
Acfer 397,53889,Valid,CR2,105,Found,01/01/2001,27.509,3.89583,(27.509; 3.89583)
Acfer 398,55262,Valid,CR2,97,Found,01/01/2001,27.50217,3.86083,(27.50217; 3.86083)
Acfer 399,55263,Valid,CR2,89,Found,01/01/2001,27.50267,3.8725,(27.50267; 3.8725)
Acfer 400,55264,Valid,CR2,101,Found,01/01/2001,27.50083,3.86617,(27.50083; 3.86617)
Acfer 401,56305,Valid,L5,9,Found,01/01/2002,27.68917,4.44267,(27.68917; 4.44267)
Achilles,369,Valid,H5,16000,Found,01/01/1924,39.77667,-100.81333,(39.77667; -100.81333)
Ackerly,55379,Valid,L5,3046,Found,01/01/1995,32.59033,-101.77217,(32.59033; -101.77217)
Acme,371,Valid,H5,75000,Found,01/01/1947,33.63333,-104.26667,(33.63333; -104.26667)
Acomita,372,Valid,Pallasite; PMG,3956,Found,01/01/1962,35.05,-107.56667,(35.05; -107.56667)
Acu̱a,373,Valid,Iron; IIIAB,217700,Found,01/01/1981,29.31667,-100.96667,(29.31667; -100.96667)
Adalia,374,Valid,Eucrite-mmict,1,Found,01/01/1883,36.9,30.68333,(36.9; 30.68333)
Adam Talha,44856,Valid,LL3.2,259.3,Found,01/01/2005,22.9935,-10.15367,(22.9935; -10.15367)
Adams County,375,Valid,H5,5700,Found,01/01/1928,39.96667,-103.76667,(39.96667; -103.76667)
ad-Dahbubah,376,Valid,H5,90000,Found,01/01/1961,19.83333,51.25,(19.83333; 51.25)
Adelaide,377,Valid,C2-ung,2031,Found,01/01/1972,,,
Adelie Land,378,Valid,L5,1000,Found,01/01/1912,-67.18333,142.38333,(-67.18333; 142.38333)
Admire,380,Valid,Pallasite; PMG,180000,Found,01/01/1881,38.7,-96.1,(38.7; -96.1)
Adrar 001,381,Valid,H4/5,1917,Found,01/01/1990,28.05,0.16667,(28.05; 0.16667)
Adrar 002,382,Valid,L5,407,Found,01/01/1990,27.81667,0.13333,(27.81667; 0.13333)
Adrar 003,383,Valid,L/LL3.10,287,Found,01/01/1990,27.13333,0.2,(27.13333; 0.2)
Adrar Bous,384,Valid,EL5,360,Found,01/01/2001,20.5,9,(20.5; 9.0)
Adrar Chiriet,44703,Valid,L6,926,Found,01/01/2003,19.64008,9.35545,(19.64008; 9.35545)
Adrar Madet,385,Valid,H5/6,1113,Found,01/01/1997,18.5,10.4,(18.5; 10.4)
Adrar Madet 002,386,Valid,LL3,2200,Found,01/01/2002,18.61042,10.4941,(18.61042; 10.4941)
Adrar Yaouelt,387,Valid,H5,2730,Found,01/01/2002,17.67987,10.03503,(17.67987; 10.03503)
Adrian,388,Valid,H4,22600,Found,01/01/1936,35.15,-102.71667,(35.15; -102.71667)
Adzhi-Bogdo (iron),389,Valid,Iron; IAB complex,582000,Found,01/01/1952,44.86667,95.41667,(44.86667; 95.41667)
Aggie Creek,393,Valid,Iron; IIIAB,43000,Found,01/01/1942,64.88333,-163.16667,(64.88333; -163.16667)
Agoudal,57354,Valid,Iron; IIAB,100000,Found,01/01/2000,31.98457,-5.51528,(31.98457; -5.51528)
Agoult,395,Valid,Eucrite,82,Found,01/01/2000,30.55,-4.9,(30.55; -4.9)
Agua Blanca,397,Valid,Iron; IIIAB,49000,Found,01/01/1938,-28.91667,-66.95,(-28.91667; -66.95)
Aguas Calientes,399,Valid,H,260.1,Found,01/01/1971,-25.5,-68.4,(-25.5; -68.4)
Aguemour 001,400,Valid,H5,896,Found,01/01/1990,26.96667,4.45,(26.96667; 4.45)
Aguemour 002,401,Valid,L6,236,Found,01/01/1990,26.96667,4.4,(26.96667; 4.4)
Aguemour 003,402,Valid,L6,809,Found,01/01/1990,27.36667,4.5,(27.36667; 4.5)
Aguemour 004,403,Valid,H5,1137,Found,01/01/1990,27.33333,4.5,(27.33333; 4.5)
Aguemour 005,404,Valid,H5,859,Found,01/01/1991,27.43583,4.63861,(27.43583; 4.63861)
Aguemour 006,405,Valid,L6,435,Found,01/01/1992,27.57639,4.52528,(27.57639; 4.52528)
Aguemour 007,406,Valid,H4,334,Found,01/01/1992,27.50778,4.60167,(27.50778; 4.60167)
Aguemour 008,407,Valid,L4,79,Found,01/01/1992,27.47889,4.19806,(27.47889; 4.19806)
Aguemour 009,408,Valid,L3.8,1446,Found,01/01/1992,27.42861,4.12417,(27.42861; 4.12417)
Aguemour 010,409,Valid,H5,367,Found,01/01/1993,27.36056,4.94472,(27.36056; 4.94472)
Aguemour 011,410,Valid,H4,207,Found,01/01/1993,27.35028,4.2025,(27.35028; 4.2025)
Aguemour 012,411,Valid,H5,347,Found,01/01/1993,27.5175,4.19111,(27.5175; 4.19111)
Aguemour 013,412,Valid,L5,364,Found,01/01/1993,27.56972,4.52556,(27.56972; 4.52556)
Aguemour 014,413,Valid,L5,167,Found,01/01/1993,27.57806,4.3225,(27.57806; 4.3225)
Aguemour 015,414,Valid,L4,1106,Found,01/01/1993,27.50972,4.16111,(27.50972; 4.16111)
Aguemour 016,415,Valid,L5,177,Found,01/01/1993,27.59167,4.31694,(27.59167; 4.31694)
Aguemour 017,416,Valid,L6,1000,Found,01/01/2001,27.4,4.35,(27.4; 4.35)
Ahumada,419,Valid,Pallasite; PMG,52600,Found,01/01/1909,30.7,-105.5,(30.7; -105.5)
Aiken,421,Valid,OC,956,Found,01/01/1936,34.2,-101.5,(34.2; -101.5)
Ainsworth,422,Valid,Iron; IIAB,80650,Found,01/01/1907,42.6,-99.8,(42.6; -99.8)
Akhricha,428,Valid,H,1760,Found,01/01/1968,28.4625,1.025,(28.4625; 1.025)
Akmolla,429,Valid,H4,114,Found,01/01/1988,39.53833,59.55833,(39.53833; 59.55833)
Akron (1940),430,Valid,H6,1050,Found,01/01/1940,40.15,-103.16667,(40.15; -103.16667)
Akron (1961),431,Valid,L6,4000,Found,01/01/1961,40.15,-103.16667,(40.15; -103.16667)
Al Alamayn,35484,Valid,H5,13.31,Found,01/01/2005,30.70952,28.9698,(30.70952; 28.9698)
Al Haggounia 001,44857,Valid,Aubrite,3000000,Found,01/01/2006,27.5,-12.5,(27.5; -12.5)
Al Huqf 001,434,Valid,L4,41.5,Found,01/01/2000,19.42,57.18833,(19.42; 57.18833)
Al Huqf 002,435,Valid,H5,81.4,Found,01/01/2000,19.27167,57.38667,(19.27167; 57.38667)
Al Huqf 003,436,Valid,L4,115.42,Found,01/01/2002,19.50695,57.11952,(19.50695; 57.11952)
Al Huqf 004,437,Valid,L5,260.22,Found,01/01/2002,19.54482,57.09807,(19.54482; 57.09807)
Al Huqf 005,438,Valid,L6,763.29,Found,01/01/2002,19.84057,57.00848,(19.84057; 57.00848)
Al Huqf 006,439,Valid,L6,1861.21,Found,01/01/2002,19.84067,57.00842,(19.84067; 57.00842)
Al Huqf 007,440,Valid,L5,1042.7,Found,01/01/2002,19.84128,57.00953,(19.84128; 57.00953)
Al Huqf 008,441,Valid,L6,1074.3,Found,01/01/2002,19.84203,57.00747,(19.84203; 57.00747)
Al Huqf 009,442,Valid,H4,39.83,Found,01/01/2002,19.8423,57.00013,(19.8423; 57.00013)
Al Huqf 010,443,Valid,L6,41539.3,Found,01/01/2002,19.86785,57.0028,(19.86785; 57.0028)
Al Huqf 011,444,Valid,L6,8056,Found,01/01/2002,19.86607,57.0032,(19.86607; 57.0032)
Al Huqf 012,445,Valid,L6,402.75,Found,01/01/2003,19.80252,57.32137,(19.80252; 57.32137)
Al Huqf 050,35485,Valid,H4,1066.2,Found,01/01/2002,19.60308,57.03332,(19.60308; 57.03332)
Al Huqf 051,35486,Valid,L6,402.75,Found,01/01/2003,19.80252,57.32137,(19.80252; 57.32137)
Al Huqf 052,45822,Valid,H~5,1319.4,Found,01/01/2001,19.65675,57.0433,(19.65675; 57.0433)
Al Huqf 053,45823,Valid,H~5,854.7,Found,01/01/2001,19.61287,57.27038,(19.61287; 57.27038)
Al Huqf 054,45824,Valid,L~6,2936.5,Found,01/01/2001,19.61612,57.2698,(19.61612; 57.2698)
Al Huqf 055,45825,Valid,H4,1865.6,Found,01/01/2001,19.64073,57.28857,(19.64073; 57.28857)
Al Huqf 056,45826,Valid,H5,124,Found,01/01/2001,19.66453,57.3334,(19.66453; 57.3334)
Al Huqf 057,45827,Valid,H5,105.3,Found,01/01/2001,19.53112,57.08427,(19.53112; 57.08427)
Al Huqf 058,45828,Valid,L~6,97.7,Found,01/01/2001,19.3421,57.1693,(19.3421; 57.1693)
Al Huqf 059,45829,Valid,L~3,362.7,Found,01/01/2001,19.31468,57.27343,(19.31468; 57.27343)
Al Huqf 060,45830,Valid,L~6,913.1,Found,01/01/2001,19.40518,57.26818,(19.40518; 57.26818)
Al Huqf 062,45831,Valid,H~4,50.7,Found,01/01/2001,19.40772,57.29878,(19.40772; 57.29878)
Al Huqf 063,45832,Valid,L6,591.8,Found,01/01/2006,19.44533,57.02345,(19.44533; 57.02345)
Al Huqf 064,48536,Valid,H4,12834,Found,01/01/2002,19.40412,57.27497,(19.40412; 57.27497)
Al Huqf 065,48537,Valid,L6,2084.16,Found,01/01/2007,19.32092,57.22977,(19.32092; 57.22977)
Al Huqf 066,48538,Valid,L4,150.057,Found,01/01/2007,19.51053,57.1292,(19.51053; 57.1292)
Al Huqf 067,51921,Valid,H4,61.6,Found,01/01/2009,19.22597,57.54063,(19.22597; 57.54063)
Al Huqf 068,51922,Valid,L3,165.4,Found,01/01/2009,19.14025,57.58427,(19.14025; 57.58427)
Al Huqf 069,51923,Valid,H4/5,250.5,Found,01/01/2009,19.26795,57.13412,(19.26795; 57.13412)
Al Huqf 070,51937,Valid,L4,2632.8,Found,01/01/2009,19.18798,57.10978,(19.18798; 57.10978)
Al Huwaysah 001,55403,Valid,LL6,3150.5,Found,01/01/2009,22.80487,55.32742,(22.80487; 55.32742)
Al Huwaysah 002,55404,Valid,LL6,690.5,Found,01/01/2009,22.79853,55.31673,(22.79853; 55.31673)
Al Huwaysah 003,55405,Valid,L4-6,273.05,Found,01/01/2010,22.74862,55.37323,(22.74862; 55.37323)
Al Huwaysah 004,55406,Valid,H5,141.51,Found,01/01/2010,22.74733,55.39522,(22.74733; 55.39522)
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.1,Found,01/01/2010,22.73342,55.33122,(22.73342; 55.33122)
Al Huwaysah 006,55407,Valid,L6,16.41,Found,01/01/2010,22.73743,55.3191,(22.73743; 55.3191)
Al Huwaysah 007,55408,Valid,L6,1.56,Found,01/01/2010,22.73393,55.3204,(22.73393; 55.3204)
Al Huwaysah 008,55409,Valid,H4,356.2,Found,01/01/2010,22.73797,55.32125,(22.73797; 55.32125)
Al Huwaysah 009,55410,Valid,H6,3407.8,Found,01/01/2010,22.75747,55.41402,(22.75747; 55.41402)
Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.8,Found,01/01/2010,22.74868,55.47218,(22.74868; 55.47218)
Al Huwaysah 011,55411,Valid,L4-5,112.76,Found,01/01/2010,22.75978,55.3908,(22.75978; 55.3908)
Al Huwaysah 012,55412,Valid,H5,4694.9,Found,01/01/2010,22.67752,55.34027,(22.67752; 55.34027)
Al Huwaysah 013,56408,Valid,H6,55.51,Found,01/01/2010,22.68423,55.33652,(22.68423; 55.33652)
Al Huwaysah 014,55413,Valid,H6,45.52,Found,01/01/2010,22.68598,55.32092,(22.68598; 55.32092)
Al Huwaysah 015,56409,Valid,H6,35.3,Found,01/01/2010,22.68922,55.32087,(22.68922; 55.32087)
Al Huwaysah 016,55414,Valid,H5,1330.9,Found,01/01/2010,22.69813,55.3336,(22.69813; 55.3336)
Al Huwaysah 017,55415,Valid,L6,439.58,Found,01/01/2010,22.73852,55.36247,(22.73852; 55.36247)
Alaer 001,49713,Valid,LL5,1.7,Found,01/01/2007,40.33333,81.25,(40.33333; 81.25)
Alaer 002,49714,Valid,LL5,1.1,Found,01/01/2007,40.33333,81.25,(40.33333; 81.25)
Alamogordo,449,Valid,H5,13600,Found,01/01/1938,32.9,-105.93333,(32.9; -105.93333)
Alamosa,450,Valid,L6,1800,Found,01/01/1937,37.46667,-105.86667,(37.46667; -105.86667)
Alatage,452,Valid,Iron; IIIAB,37500,Found,01/01/1959,42.33333,93,(42.33333; 93.0)
Albin (pallasite),455,Valid,Pallasite; PMG,37600,Found,01/01/1915,41.5,-104.1,(41.5; -104.1)
Albin (stone),456,Valid,L,15400,Found,01/01/1949,41.41667,-104.1,(41.41667; -104.1)
Albion,457,Valid,Iron; IVA,12280,Found,01/01/1966,46.83333,-117.25,(46.83333; -117.25)
Aldama (a),459,Valid,Iron; IIIAB,11000,Found,01/01/1985,28.83333,-105.86667,(28.83333; -105.86667)
Aldama (b),460,Valid,H5,66.5,Found,01/01/1996,25.05,-106,(25.05; -106.0)
Alexander County,464,Valid,Iron; IAB complex,192,Found,01/01/1875,35.75,-81.25,(35.75; -81.25)
Algarrobo,467,Valid,Iron; IAB-ung,1280,Found,01/01/1959,-27.08333,-70.58333,(-27.08333; -70.58333)
al-Ghanim (iron),468,Valid,Iron; IIIAB,500,Found,01/01/1960,19.83333,54.08333,(19.83333; 54.08333)
al-Ghanim (stone),469,Valid,L6,3755,Found,01/01/1960,19.7,53.96667,(19.7; 53.96667)
Algoma,470,Valid,Iron; IAB-sHL,4100,Found,01/01/1887,44.65,-87.46667,(44.65; -87.46667)
Alikatnima,471,Valid,Iron; ungrouped,20000,Found,01/01/1931,-23.33333,134.11667,(-23.33333; 134.11667)
Aliskerovo,472,Valid,Iron; IIIE-an,58400,Found,01/01/1977,67.88333,167.5,(67.88333; 167.5)
al-Jimshan,473,Valid,H4,11450,Found,01/01/1955,20.7,52.83333,(20.7; 52.83333)
Alkali,474,Valid,H6,30.47,Found,01/01/1998,37.86667,-117.4,(37.86667; -117.4)
Alkali Flat,55662,Valid,L5,28,Found,01/01/2011,32.306,-108.9038,(32.306; -108.9038)
Alkhamasin,475,Valid,Iron; IIAB,1200000,Found,01/01/1973,20.6,44.88333,(20.6; 44.88333)
Allan Hills 03541,35731,Valid,H5,1053.5,Found,01/01/2003,,,
Allan Hills 03542,35732,Valid,L6,20.4,Found,01/01/2003,,,
Allan Hills 06001,44858,Valid,H5,128.1,Found,01/01/2006,-76.71695,158.76862,(-76.71695; 158.76862)
Allan Hills 06002,44859,Valid,H~5,119.2,Found,01/01/2006,-76.74253,158.84305,(-76.74253; 158.84305)
Allan Hills 06003,44860,Valid,H~5,25,Found,01/01/2006,-76.71128,158.79283,(-76.71128; 158.79283)
Allan Hills 06004,44861,Valid,H~5,61.7,Found,01/01/2006,-76.70522,158.77838,(-76.70522; 158.77838)
